title,author,pub_year,venue,abstract
Epistasis and genotype-environment interaction for quantitative trait loci affecting flowering time in Arabidopsis thaliana,"['TE Juenger', 'S Sen', 'KA Stowe', 'EL Simms']",2005,Genetica,A major goal of evolutionary biology is to understand the genetic architecture of the complex quantitative traits that may lead to adaptations in natural populations. Of particular relevance is the evaluation of the frequency and magnitude of epistasis (gene–gene and gene
Social selection and the evolution of animal signals,['Y Tanaka'],1996,Evolution,"Social selection is presented here as a parallel theory to sexual selection and is defined as a selective force that occurs when individuals change their own social behaviors, responding to signals sent by conspecifics in a way to influence the other individuals' fitness"
Developmental perspective on size change and allometry in evolution,['BT Shea'],1992,"Evolutionary Anthropology: Issues, News, and …","The evolution of changes in body size is one of the most important patterns in the history of life. Its importance arises from both the frequency of the pattern and the biological implications of size change itself, which affects myriad aspects of an organism's structure"
The quantitative genetics of floral trait variation in Lobelia: potential constraints on adaptive evolution,['CM Caruso'],2004,Evolution,"Although pollinator‐mediated natural selection has been measured on many floral traits and in many species, the extent to which selection is constrained from producing optimal floral phenotypes is less frequently studied. In particular, negative correlations between flower"
"Sexual size dimorphism and selection in the wild in the waterstrider Aquarius remigis: Body size, components of body size and male mating success","['RF Preziosi', 'DJ Fairbairn']",1996,Journal of Evolutionary Biology,Sexual size dimorphism is assumed to be adaptive and is expected to evolve in response to a difference in the net selection pressures on the sexes. Although a demonstration of sexual selection is neither necessary nor sufficient to explain the evolution of sexual size
The genetic basis of sexually selected variation,"['SF Chenoweth', 'K McGuigan']",2010,Annual Review of Ecology …,"Sexually selected traits contribute greatly to phenotypic diversity, yet we have historically understood little about their genetic basis and how that basis may affect their evolution. Recent work in developmental and quantitative genetics has provided both mechanistic and"
On the simulation of the evolution of morphological shape: multivariate shape under selection and drift,['PD Polly'],2004,Palaeontologia Electronica,Stochastic computer simulation is an important method for comparing the evolutionary patterns and processes associated with radically different intervals of time. This paper demonstrates how to simulate the evolution of complex morphologies over geological
"Models of sexual selection in hermaphrodites, especially plants",['MT Morgan'],1994,The American Naturalist,"Ideas deriving from sexual selection theory frequently motivate investigation of reproductive traits in hermaphroditic species, but theorists often couch sexual selection in terms of organisms with separate sexes. This article investigates how theoretical (especially"
Does natural selection alter genetic architecture? An evaluation of quantitative genetic variation among populations of Allenomobius socius and A. fasciatus,"['DA Roff', 'TA Mousseau']",1999,Journal of Evolutionary Biology,To make long-term predictions using present quantitative genetic theory it is necessary to assume that the genetic variance±covariance matrix (G) remains constant or at least changes by a constant fraction. In this paper we examine the stability of the genetic
Sexual dimorphism and population divergence in the Lake Tanganyika cichlid fish genus Tropheus,"['J Herler', 'M Kerschbaumer', 'P Mitteroecker', 'L Postl']",2010,Frontiers in …,"With about 120 colour morphs currently assigned to six nominal species, the genus Tropheus is an ideal model to study evolutionary divergence of populations in allopatry. The morphology of Tropheus has been described as relatively static, but reproductive constraints"
Adaptive landscapes and macroevolutionary dynamics,['TF Hansen'],2012,The adaptive landscape in evolutionary biology,"Natural selection is amazingly effective. It is becom—ing increasingly clear that any measurable strength of selection on any measurably evolvable character can cause large changes within geological time spans. Yet, evolution often appears surprisingly slow in the"
Comparative Psychology: Evolution and Development of Brain and Behavior,['MR Papini'],2020,NA,"This revised third edition provides an up to date, comprehensive overview of the field of comparative psychology, integrating both evolutionary and developmental studies of brain and behavior. This book provides a unique combination of areas normally covered"
A general multi-trait-based framework for studying the effects of biodiversity on ecosystem functioning,"['VM Savage', 'CT Webb', 'J Norberg']",2007,Journal of theoretical biology,Environmental change is as multifaceted as are the species and communities that respond to these changes. Current theoretical approaches to modeling ecosystem response to environmental change often deal only with single environmental drivers or single species
"Ecological correlates of morphological evolution in a Darwin's finch, Geospiza difficilis","['D Schluter', 'PR Grant']",1984,Evolution,"The morphology of G. difficilis varies on different islands in the Galapagos (Fig. 2). Lack (1947) argued that beak and body size in this species are related to feeding, and noted that variation in morphology is associated with inter-island differences in the presence or"
