title,author,pub_year,venue,abstract
"Intraspecific variation, its geographic structure, and the relationship between variation and duration, with examples from Cambrian trilobites and Recent fiddler …",['MJ Hopkins'],2010,NA,Phenotypic variation is fundamental to evolutionary change because it influences not only the connectivity of populations but also the adaptability and extinction susceptibility of taxa. Despite the potential importance of morphological variation in structuring evolutionary
A method for calculating means and variances of comparative data for use in a phylogenetic analysis of variance,['P Lindenfors'],2006,Evolutionary Ecology Research,"Department of Zoology, Stockholm University, SE-106 91 Stockholm, Sweden  Question: Is  there a general method for applying an analysis of variance (ANOVA) to phylo- genetic data  sets that allows for the incorporation of any assumption of evolutionary model? Mathematical"
A molecular signaling approach to linking intraspecific variation and macro-evolutionary patterns,"['EM Swanson', 'EC Snell-Rood']",2014,American Zoologist,"Macro-evolutionary comparisons are a valued tool in evolutionary biology. Nevertheless, our understanding of how systems involved in molecular signaling change in concert with phenotypic diversification has lagged. We argue that integrating our understanding of the"
Phylogenetic comparative methods and the evolution of morphological integration,['J Claude'],2004,Revue de Paléobiologie Vol. spéc,"Organisms were understood by Georges CUVIER as functionally integrated units. This statement made possible his functional and paleobiological predictions. After CUVIER, the theory of evolution has shown both that natural selection is a major process to understand"
Modeling trait evolutionary processes with more than one gene,['H Jiang'],2017,NA,"Phylogenetic comparative methods have been used to test evolutionary signals through trait evolutionary processes. Traditionally, biologists use one phylogenetic tree as a tool to handle dependent data for the traits of interest and hence utilize one gene only. However, it"
Scaling between macro‐to microscale climatic data reveals strong phylogenetic inertia in niche evolution in plethodontid salamanders,"['VR Farallo', 'MM Muñoz', 'JC Uyeda', 'DB Miles']",2020,Evolution,"Macroclimatic niches are indirect and potentially inadequate predictors of the realized environmental conditions that many species experience. Consequently, analyses of niche evolution based on macroclimatic data alone may incompletely represent the evolutionary"
Estimating the strength of expression conservation from high throughput RNA-seq data,"['X Gu', 'H Ruan', 'J Yang']",2019,Bioinformatics,"Motivation Evolution of gene across species is usually subject to the stabilizing selection to maintain the optimal expression level. While it is generally accepted that the resulting expression conservation may vary considerably among genes, statistically reliable"
New approaches to late Miocene hominoid systematics: Ranking morphological characters by phylogenetic signal,['S Worthington'],2012,NA,"The phylogenetic relationships of Eurasian fossil hominoids from the later Miocene (∼ 13–5 Ma) have been in a state of flux for over 150 years. Disagreement focuses on how fossil genera are related to each other and to extant clades, and which characters are useful for"
Functional data analysis in phonetics,['PZ Hadjipantelis'],2013,NA,In a way the current work tries to challenge one of the most famous aphorisms in Natural Language Processing; Fred Jelinek's phrase:“Anytime a linguist leaves the group the recognition rate goes up”[159] 1. While this phrase was famously associated with Speech
Phylogenetic inheritance of genetic variability produced by neutral models of evolution,"['J José', 'WJP Villanueva', 'FJV Zuben', 'JAF Diniz Filho']",2008,NA,The amount of genetic variability in species and populations has been mainly related to microevolutionary forces operating in natural populations and the influence of phylogenetic processes for the distribution of genetic variability has been neglected. To investigate how
Diversidad morfológica cráneo-mandibular de roedores caviomorfos en un contexto filogenético comparativo,['A Álvarez'],2012,NA,"Los roedores caviomorfos son uno de los grupos de mamíferos más diversos de América del Sur. Presentan gran variación tanto en su ecología (eg hábitats que ocupan, modos de vida y locomotores, tamaño corporal) como en su anatomía esqueletaria. La historia"
The Missing Two-Thirds of Evolutionary Theory,"['R Brandon', 'DW McShea']",2020,NA,"In this Element, we extend our earlier treatment of biology's first law. The law says that in any evolutionary system in which there is variation and heredity, there is a tendency for diversity and complexity to increase. The law plays the same role in biology that Newton's first law"
The evolution of crocodilian nesting ecology and behavior,"['CM Murray', 'BI Crother', 'JS Doody']",2020,Ecology and evolution,Crocodilians comprise an ancient and successful lineage of archosaurs that repeatedly raises questions on how they survived a mass extinction and remained relatively unchanged for~ 100 million years. Was their success due to the change‐resistant retention of a specific
The role of phylogenetics in evolutionary ecology,['ER Pianka'],2001,"Herpetologia Candiana. SEH, Irakleio","Systematies has undergone a number of tumultuous upheavals during the past several decades. Before mid-century, organisms were classified subjectively by experts who were allowed to weight characters and character states as they saw fit. Classifications were not"
