title,author,pub_year,counts
Constraints on the evolution of males and sexual dimorphism: field estimates of genetic architecture of reproductive traits in three populations of gynodioecious …,['TL Ashman'],2003.0,1
Deleterious Mutations and the Genetic Variance of Male Fitness Components in Mimulus guttatus,['JK Kelly'],2003.0,1
Detecting sexually antagonistic coevolution with population crosses,"['L Rowe', 'E Cameron', 'T Day']",2003.0,1
Emergence of a complex and stable network in a model ecosystem with extinction and mutation,"['K Tokita', 'A Yasutomi']",2003.0,1
Estimating mutation rate: how to count mutations?,"['YX Fu', 'H Huai']",2003.0,1
Estimating numbers of EMS-induced mutations affecting life history traits in Caenorhabditis elegans in crosses between inbred sublines,"['DL Halligan', 'AD Peters', 'PD Keightley']",2003.0,1
Evolution as a critical component of plankton dynamics,"['GF Fussmann', 'SP Ellner']",2003.0,1
Evolution in a changing environment: existence of solutions,"['P Rybka', 'Q Tang', 'D Waxman']",2003.0,1
Evolution of additive and nonadditive genetic variance in development time along a cline in Drosophila serrata,"['CM Sgrò', 'MW Blows']",2003.0,1
Evolutionary and dynamic stability in continuous population games,"['I Eshel', 'E Sansone']",2003.0,1
Evolutionary quantitative genetics: Are we in danger of throwing out the baby with the bathwater?,['D Roff'],2003.0,1
Evolvability and genetic constraint in Dalechampia blossoms: components of variance and measures of evolvability,"['TF Hansen', 'C Pélabon', 'WS Armbruster']",2003.0,1
Exploring complex fitness surfaces: multiple ornamentation and polymorphism in male guppies,"['MW Blows', 'R Brooks', 'PG Kraft']",2003.0,1
"Fitness and adaptation in a novel environment: effect of inbreeding, prior environment, and lineage","['DH Reed', 'EH Lowe', 'DA Briscoe', 'R Frankham']",2003.0,1
Genetic architecture and evolutionary constraint when the environment contains genes,['JB Wolf'],2003.0,1
Genetic damage and the molecular/cellular response to pollution,"['MP Cajaraville', 'L Hauser', 'G Carvalho']",2003.0,1
"Genetic variability at neutral markers, quantitative trait loci and trait in a subdivided population under selection","['V Le Corre', 'A Kremer']",2003.0,1
Genetic variation of polygenic characters and the evolution of genetic degeneracy,['SA Frank'],2003.0,1
Heritable genetic variation and potential for adaptive evolution in asexual aphids (Aphidoidea),"['ACC Wilson', 'P Sunnucks']",2003.0,1
Mathematical analysis of a model describing evolution of an asexual population in a changing environment,"['M Broom', 'Q Tang', 'D Waxman']",2003.0,1
Mixed-model reanalysis of primate data suggests tissue and species biases in oligonucleotide-based gene expression profiles,"['WP Hsieh', 'TM Chu', 'RD Wolfinger', 'G Gibson']",2003.0,1
Non-equivalent loci and mutation–selection balance,"['D Waxman', 'J Welch']",2003.0,1
On the persistence and pervasiveness of a new mutation,"['A Garcia‐Dorado', 'A Caballero', 'JF Crow']",2003.0,1
Performance surfaces and adaptive landscapes,['SJ Arnold'],2003.0,1
Phase transitions in sexual populations subject to stabilizing selection,['A Rogers'],2003.0,1
Quantitative molecular genetics of longevity in Drosophila melanogaster,['GLG Thornsberry'],2003.0,1
Small fitness effects and weak genetic interactions between deleterious mutations in heterozygous loci of the yeast Saccharomyces cerevisiae,"['K Szafraniec', 'DM Wloch', 'P Sliwa', 'RH Borts']",2003.0,1
Spatial arrangement of genetic variation in the marine bivalve Macoma balthica (L.),['PC Luttikhuizen'],2003.0,1
Spatially structured genetic variation in a broadcast spawning bivalve: quantitative vs. molecular traits,"['PC Luttikhuizen', 'J Drent']",2003.0,1
The constancy of the G matrix through species divergence and the effects of quantitative genetic constraints on phenotypic evolution: a case study in crickets,"['M Bégin', 'DA Roff']",2003.0,1
The contribution of spontaneous mutation to variation in environmental response in Arabidopsis thaliana: responses to nutrients,"['SM Chang', 'RG Shaw']",2003.0,1
The dynamic clonal genome and its adaptive potential,"['G Lushai', 'HD Loxdale', 'JA Allen']",2003.0,1
The role of phenotypic plasticity in driving genetic evolution,"['TD Price', 'A Qvarnström']",2003.0,1
The two-locus model of Gaussian stabilizing selection,"['M Willensdorfer', 'R Bürger']",2003.0,1
Virulence evolution and the timing of disease life-history events,['T Day'],2003.0,1
A comprehensive model of mutations affecting fitness and inferences for Arabidopsis thaliana,"['FH Shaw', 'CJ Geyer', 'RG Shaw']",2002.0,1
A model of population genetics and its mathematical relation to quantum theory,['D Waxman'],2002.0,1
A statistical test of unbiased evolution of body size in birds,['F Bokma'],2002.0,1
Accumulation of deleterious mutations: additional Drosophila melanogaster estimates and a simulation of the effects of selection,"['A Caballero', 'E Cusi', 'C Garcia', 'A García‐Dorado']",2002.0,1
Adaptive constraints and the phylogenetic comparative method: a computer simulation test,"['EP Martins', 'JAF Diniz‐Filho', 'EA Housworth']",2002.0,1
Adaptive divergence and the balance between selection and gene flow: lake and stream stickleback in the Misty system,"['AP Hendry', 'EB Taylor', 'JD McPhail']",2002.0,1
Association of single-nucleotide polymorphisms at the Delta locus with genotype by environment interaction for sensory bristle number in Drosophila melanogaster,"['GL Geiger-Thornsberry', 'TFC Mackay']",2002.0,1
Comparing gmatrices: a MANOVA approach,['D Roff'],2002.0,1
Contemporary fisherian life-history evolution in small salmonid populations,"['MT Koskinen', 'TO Haugen', 'CR Primmer']",2002.0,1
Controllability of selection–mutation systems,"['A Scarelli', 'Z Varga']",2002.0,1
Correlational selection and the evolution of genomic architecture,"['B Sinervo', 'E Svensson']",2002.0,1
Current conservation genetics: building an ecological approach to the synthesis of molecular and quantitative genetic methods,['P Moran'],2002.0,1
Dynamics of bacterial phenotype selection in a colonized host,"['GF Webb', 'MJ Blaser']",2002.0,1
Evolutionary optimisation models and matrix games in the unified perspective of adaptive dynamics,"['G Meszena', 'E Kisdi', 'U Dieckmann', 'SAH Geritz']",2002.0,1
Evolutionary speed of species invasions,"['G García-Ramos', 'D Rodríguez']",2002.0,1
Genetic studies of population history and contemporary microevolution in grayling (Thymallus: Salmonidae),['MT Koskinen'],2002.0,1
Local adaptation and the geometry of host–parasite coevolution,['S Gandon'],2002.0,1
"On the Breeding of “CSR18CSR19”- A Robust Bivoltine Hybrid of Silkworm, Bombyx mori L. for the Tropics","['NS Kumar', 'HK Basavaraja', 'CM Kumar']",2002.0,1
"On the Breeding of"" CSR18 x CSR19""-A Robust Bivoltine Hybrid of Silkworm, Bombyx mori L. for the Tropics","['HK Basavaraja', 'N MalReddy']",2002.0,1
Pleiotropic model of maintenance of quantitative genetic variation at mutation-selection balance,"['XS Zhang', 'J Wang', 'WG Hill']",2002.0,1
Properties of spontaneous and induced mutations in Caenorhabditis elegans,['SR Estes'],2002.0,1
Selection in captivity during supportive breeding may reduce fitness in the wild,['MJ Ford'],2002.0,1
Sex-biased hatching order and adaptive population divergence in a passerine bird,"['AV Badyaev', 'GE Hill', 'ML Beck', 'AA Dervan']",2002.0,1
Sexual selection driving diversification in jumping spiders,"['SE Masta', 'WP Maddison']",2002.0,1
The evolution of trade‐offs: testing predictions on response to selection and environmental variation,"['DA Roff', 'S Mostowy', 'DJ Fairbairn']",2002.0,1
The genetic architecture of Drosophila sensory bristle number,"['CL Dilda', 'TFC Mackay']",2002.0,1
The population viability assessment workshop: A tool for threatened species management,"['TW Clark', 'GN Backhouse']",2002.0,1
The structure of evolutionary theory,['SJ Gould'],2002.0,1
"Time-averaging, evolution, and morphologic variation","['AM Bush', 'MG Powell', 'WS Arnold', 'TM Bert', 'GM Daley']",2002.0,1
Understanding quantitative genetic variation,"['NH Barton', 'PD Keightley']",2002.0,1
Variation in Drosophila sensory bristle number at 'Evolution Canyon',"['RF Lyman', 'E Nevo', 'TFC Mackay']",2002.0,1
Adaptationism and optimality,"['SH Orzack', 'E Sober', 'S Orzack', 'M Ruse']",2001.0,1
Adaptive divergence and the evolution of reproductive isolation in the wild: an empirical demonstration using introduced sockeye salmon,['AP Hendry'],2001.0,1
Direct Estimate of the Mutation Rate and the Distribution of Fitness Effects in the Yeast Saccharomyces cerevisiae,"['DM Wloch', 'K Szafraniec', 'RH Borts', 'R Korona']",2001.0,1
Direct and indirect responses to selection on pollen size in Brassica rapa L.,"['TS Sarkissian', 'LD Harder']",2001.0,1
Dynamics of infinite populations evolving in a landscape of uni-and bimodal fitness functions,['I Karcz-Duleba'],2001.0,1
Ecologically and evolutionarily motivated models of fish populations for conservation and management,['SE Ratner'],2001.0,1
Effects of releasing maladapted individuals: a demographic-evolutionary model,['J Tufto'],2001.0,1
Estimates of the Rate and Distribution of Fitness Effects of Spontaneous Mutation in Saccharomyces cerevisiae,"['C Zeyl', 'JAGM DeVisser']",2001.0,1
Fitness and sexual response to population density,"['LM Berg', 'S LSSON', 'M Lascoux']",2001.0,1
Genetic and demographic parameters determining population persistence after a discrete change in the environment,"['EG Boulding', 'T Hay']",2001.0,1
Genetic disequilibria and the interpretation of population genetic structure in Daphnia,['LM Berg'],2001.0,1
Inbreeding Changes the Shape of the Genetic Covariance Matrix in Drosophila melanogaster,"['PC Phillips', 'MC Whitlock', 'K Fowler']",2001.0,1
Microevolutionary forces affecting the incidence of parthenogenesis in Drosophila mercatorum,['MG Kramer'],2001.0,1
Mutational meltdown in laboratory yeast populations,"['C Zeyl', 'M Mizesko', 'JAGM De Visser']",2001.0,1
Population genetics: multilocus,"['M Shpak', 'S Gavrilets']",2001.0,1
Possible consequences of genes of major effect: transient changes in the G-matrix,"['AF Agrawal', 'ED Brodie', 'LH Rieseberg']",2001.0,1
Predicting the evolution of sexual size dimorphism,"['JP Reeve', 'DJ Fairbairn']",2001.0,1
Quantitative trait loci in Drosophila,['TFC Mackay'],2001.0,1
Rates of evolution on the time scale of the evolutionary process,['PD Gingerich'],2001.0,1
Sexual selection and the sex ratio: an ESS analysis,"['I Pen', 'FJ Weissing']",2001.0,1
The accretion model of Neandertal evolution,"['JD Hawks', 'MH Wolpoff']",2001.0,1
The adaptive landscape as a conceptual bridge between micro-and macroevolution,"['SJ Arnold', 'ME Pfrender', 'AG Jones']",2001.0,1
The pace of modern life II: from rates of contemporary microevolution to pattern and process,"['MT Kinnison', 'AP Hendry']",2001.0,1
The population ecology of contemporary adaptations: what empirical studies reveal about the conditions that promote adaptive evolution,"['DN Reznick', 'CK Ghalambor']",2001.0,1
The role of hybridization in evolution,['NH Barton'],2001.0,1
Transposable element number in mixed mating populations,['MT Morgan'],2001.0,1
Using genetic markers to directly estimate male selection gradients,"['MT Morgan', 'JK Conner']",2001.0,1
When sources become sinks: migrational meltdown in heterogeneous habitats,"['O Ronce', 'M Kirkpatrick']",2001.0,1
"Why the null matters: statistical tests, random walks and evolution","['HD Sheets', 'CE Mitchell']",2001.0,1
突变积累实验中极大似然法和距法的比较,['邓红文， 李剑'],2001.0,1
A population genetics model for multiple quantitative traits exhibiting pleiotropy and epistasis,"['CF Taylor', 'PG HIGGS']",2000.0,1
A scalable agent-based network measurement infrastructure,"['YI Wijata', 'D Niehaus', 'VS Frost']",2000.0,1
Age-specific effects of novel mutations in Drosophila melanogaster I. Mortality,"['LY Yampolsky', 'LE Pearse', 'DEL Promislow']",2000.0,1
Brief communication. Does fitness erode in the absence of selection? An experimental test with Tribolium,"['A Lomnicki', 'M Jasienski']",2000.0,1
Co–option of male courtship signals from aggressive display in bowerbirds,"['G Borgia', 'SW Coleman']",2000.0,1
Evolutionary causes of genetic variation in fertility and other fitness components,"['KA Hughes', 'MH Burleson']",2000.0,1
Genetic constraints on the evolution of sexual size dimorphism,['JP Reeve'],2000.0,1
"Interspecific competition, environmental gradients, gene flow, and the coevolution of species' borders","['TJ Case', 'ML Taper']",2000.0,1
Lack of concordance between genetic diversity estimates at the molecular and quantitative-trait levels,"['ME Pfrender', 'K Spitze', 'J Hicks', 'K Morgan', 'L Latta']",2000.0,1
Maintenance of genetic variation in phenotypic plasticity: the role of environmental variation,['S GAVRILETS'],2000.0,1
Micro-and macroevolution: scale and hierarchy in evolutionary biology and paleobiology,['D Jablonski'],2000.0,1
Molecular evolution in a multisite nearly neutral mutation model,['H Tachida'],2000.0,1
Multigeneration maximum-likelihood analysis applied to mutation-accumulation experiments in Caenorhabditis elegans,"['PD Keightley', 'TM Bataillon']",2000.0,1
Population differentiation for adaptive traits and their underlying loci in forest trees: theoretical predictions and experimental results,"['A Kremer', 'V Le Corre', 'S Mariette']",2000.0,1
Population differentiation in an annual legume: genetic architecture,"['CB Fenster', 'LF Galloway']",2000.0,1
Population genetics models with multiple quantitative traits,['CF Taylor'],2000.0,1
Prediction of rates of inbreeding in populations selected on best linear unbiased prediction of breeding value,"['P Bijma', 'JA Woolliams']",2000.0,1
QUANTITATIVE GENETIC VARIATION IN DAPHNIA: TEMPORAL CHANGES IN GENETIC ARCHITECTURE,"['ME Pfrender', 'M Lynch']",2000.0,1
Quantitative Genetics of Growth and Development in the Freshwater Copepod Diaptomus leptopus,"['S Twombly', 'N Tisch']",2000.0,1
