title,author,pub_year,venue,abstract
Plumage Development and Molt in Long-Tailed Manakins (Chiroxiphia Linearis): Variation According to Sex and Age,"['SM Doucet', 'DB McDonald', 'MS Foster', 'RP Clay']",2007,The Auk,"Lek-mating Long-tailed Manakins (Chiroxiphia linearis) exhibit an unusual pattern of delayed plumage maturation. Each year, males progress through a series of predefinitive plumages before attaining definitive plumage in their fifth calendar year. Females also"
Experimental elevation of testosterone lowers fitness in female dark-eyed juncos,"['NM Gerlach', 'ED Ketterson']",2013,Hormones and behavior,"Testosterone (T) is often referred to as the “male hormone,” but it can influence aggression, parental behavior, and immune function in both males and females. By experimentally relating hormone-induced changes in phenotype to fitness, it is possible to ask whether"
Intralocus sexual conflict for fitness: sexually antagonistic alleles for testosterone,"['SC Mills', 'E Koskela', 'T Mappes']",2012,Proceedings of the …,"Intralocus sexual conflict occurs when a trait encoded by the same genetic locus in the two sexes has different optima in males and females. Such conflict is widespread across taxa, however, the shared phenotypic traits that mediate the conflict are largely unknown. We"
Heritability and genetic correlation between the sexes in a songbird sexual ornament,"['J Potti', 'D Canal']",2011,Heredity,"The genetic correlation between the sexes in the expression of secondary sex traits in wild vertebrate populations has attracted very few previous empirical efforts of field researchers. In southern European populations of pied flycatchers, a sexually selected male ornament is"
Testing the functional significance of tail streamers,"['MR Evans', 'ALR Thomas']",1997,Proceedings of the Royal …,Studies of the evolution of elaborate ornaments have concentrated on their role in increasing attractiveness to mates. The classic examples of such sexually selected structures are the elongated tails of some bird species. Elongated tails can be divided into
"Sex differences, sexual selection, and ageing: an experimental evolution approach","['AA Maklakov', 'R Bonduriansky']",2009,… : International Journal of …,Life‐history (LH) theory predicts that selection will optimize the trade‐off between reproduction and somatic maintenance. Reproductive ageing and finite life span are direct consequences of such optimization. Sexual selection and conflict profoundly affect the
Sexual selection on morphological and physiological traits and fluctuating asymmetry in the yellow dung fly,"['WU Blanckenhorn', 'U Kraushaar']",2003,Journal of evolutionary …,"Previous univariate studies of the yellow dung fly (Scathophaga stercoraria) have demonstrated strong sexual selection, in terms of mating success, on male size (estimated as hind tibia length). To identify specific target (s) of selection on body size and possible"
Domestic chickens defy Rensch's rule: sexual size dimorphism in chicken breeds,"['V Remeš', 'T Szekely']",2010,Journal of evolutionary biology,"Sexual size dimorphism (SSD), ie the difference in sizes of males and females, is a key evolutionary feature that is related to ecology, behaviour and life histories of organisms. Although the basic patterns of SSD are well documented for several major taxa, the"
"Behavior, energy and fitness",['SJ Arnold'],1988,American Zoologist,"SYNOPSIS. Fitness relations in behavioral energetics can be studied using the optimality approach (cost-benefit analysis), correlational analysis of selection, the experimental approach and the comparative method, as well as other approaches. These approaches ask"
Geographic variation in sexual dimorphism in the barn owl Tyto alba: a role for direct selection or genetic correlation?,['A Roulin'],2003,Journal of avian biology,"Geographic variation in sexually selected traits is commonly attributed to geographic variation in the net benefit accrued from bearing such traits. Although natural and sexual selection are potentially important in shaping geographic variation, genetic constraints may"
Fisher's geometric model with a moving optimum,"['S Matuszewski', 'J Hermisson', 'M Kopp']",2014,Evolution,"Fisher's geometric model has been widely used to study the effects of pleiotropy and organismic complexity on phenotypic adaptation. Here, we study a version of Fisher's model in which a population adapts to a gradually moving optimum. Key parameters are the rate of"
"Female ornamentation, parental quality, and competitive ability in the rock sparrow","['M Griggio', 'V Zanollo', 'H Hoi']",2010,Journal of ethology,The evolution of female ornaments is poorly understood. Recent evidence suggests not only that female ornaments may be genetic correlates of selection on males but may also have evolved through male mate choice and/or through female–female aggressive interactions. In
Female plumage coloration in the bluethroat: no evidence for an indicator of maternal quality,"['PA Rohde', 'A Johnsen', 'JT Lifjeld']",1999,The Condor,"Sexual dimorphism in plumage coloration among passerines is believed to be largely the result of sexual selection, with males usually being more colorful than females. Yet in many species females also are brightly colored. Such"" ornaments"" are traditionally viewed as"
"Benefits, costs, and determinants of dominance in a polygynous oriole",['SK Robinson'],1986,Animal Behaviour,"In southeastern Peru, males of the yellow-rumped cacique (Icterinae: Cacicus cela L.) gather at colony sites where they display and compete for dominance. However, because mating takes place away from the colony, males can only be assured of paternity if they consort with"
"Comparing the intersex genetic correlation for fitness across novel environments in the fruit fly, Drosophila serrata","['D Punzalan', 'M Delcourt', 'HD Rundle']",2014,Heredity,Sexually antagonistic genetic variation can pose limits to the independent evolution and adaptation of the sexes. The extent of sexually antagonistic variation is reflected in the intersex genetic correlation for fitness (rw FM). Previous estimates of this correlation have
