title,author,pub_year,counts
Genetic isolation of fragmented populations is exacerbated by drift and selection,"['Y Willi', 'J Van Buskirk', 'B Schmid']",2007.0,1
Genetic variability maintained in a finite population due to mutational production of neutral and nearly neutral isoalleles,['M Kimura'],2007.0,1
Genomewide Identification of Genes Under Directional Selection: Gene Transcription QST Scan in Diverging Atlantic Salmon Subpopulations,"['C Roberge', 'H Guderley', 'L Bernatchez']",2007.0,1
Geographic variation in the adaptive landscape for seed size at dispersal in the myrmecochorous Helleborus foetidus,"['JM Alcántara', 'PJ Rey', 'AJ Manzaneda', 'R Boulay']",2007.0,1
Independently evolving species in asexual bdelloid rotifers,"['D Fontaneto', 'EA Herniou', 'C Boschetti', 'M Caprioli']",2007.0,1
Inferring phenotypic evolution in the fossil record by Bayesian inversion,['B Hannisdal'],2007.0,1
Influence of plasticity and learning on evolution under directional selection,"['I Paenke', 'B Sendhoff', 'TJ Kawecki']",2007.0,1
Integrating animal temperament within ecology and evolution,"['D Réale', 'SM Reader', 'D Sol', 'PT McDougall']",2007.0,1
Internal and external constraints in the evolution of morphological allometries in a butterfly,"['WA Frankino', 'BJ Zwaan', 'DL Stern']",2007.0,1
"Intersexual niche segregation in Cepero's Ground-hopper, Tetrix ceperoi","['A Hochkirch', 'J Gröning', 'S Krause']",2007.0,1
Macroevolutionary and coevolutionary models in biogeography,['EE Goldberg'],2007.0,1
Mass-mediated sex differences in climbing patterns support the gravity hypothesis of sexual size dimorphism,"['J Moya-Laraño', 'D Vinković', 'CM Allard']",2007.0,1
Morphological differences between adult wild and first-generation hatchery upper Yakima River spring Chinook salmon,"['C Busack', 'CM Knudsen', 'G Hart']",2007.0,1
Most rare missense alleles are deleterious in humans: implications for complex disease and association studies,"['GV Kryukov', 'LA Pennacchio', 'SR Sunyaev']",2007.0,1
Multivariate and geometric morphometrics in the analysis of sexual dimorphism variation in Podarcis lizards,"['A Kaliontzopoulou', 'MA Carretero']",2007.0,1
NONUNIFORM PROCESSES OF CHROMOSOME EVOLUTION IN SEDGES (CAREX: CYPERACEAE),['AL Hipp'],2007.0,1
Natural Genetic Variation in Cuticular Hydrocarbon Expression in Male and Female Drosophila melanogaster,"['B Foley', 'SF Chenoweth', 'SV Nuzhdin', 'MW Blows']",2007.0,1
Neutral evolution of multiple quantitative characters: a genealogical approach,"['CK Griswold', 'B Logsdon', 'R Gomulkiewicz']",2007.0,1
No intra-locus sexual conflict over reproductive fitness or ageing in field crickets,"['F Zajitschek', 'J Hunt', 'SRK Zajitschek', 'MD Jennions']",2007.0,1
Novel Studies of Spontaneous Mutation: Measurements of Fitness in the Field and Gene Expression in the Lab,['AJ Roles'],2007.0,1
"Overall brain size, and not encephalization quotient, best predicts cognitive ability across non-human primates","['RO Deaner', 'K Isler', 'J Burkart']",2007.0,1
Patterns and power of phenotypic selection in nature,"['JG Kingsolver', 'DW Pfennig']",2007.0,1
Phylogenetic analysis of floral integration in Schizanthus (Solanaceae): does pollination truly integrate corolla traits?,"['F Pérez', 'MTK Arroyo', 'R Medel']",2007.0,1
Phylogeny and character change in the Feloid Carnivora,['JA Holliday'],2007.0,1
"Phylogeny, regression, and the allometry of physiological traits","[""MP O'Connor"", 'SJ Agosta', 'F Hansen']",2007.0,1
Plasticity and environment‐specific covariances: an investigation of floral–vegetative and within flower correlations,"['MT Brock', 'C Weinig']",2007.0,1
Plumage Development and Molt in Long-Tailed Manakins (Chiroxiphia Linearis): Variation According to Sex and Age,"['SM Doucet', 'DB McDonald', 'MS Foster', 'RP Clay']",2007.0,1
Polygenic traits and parasite local adaptation,"['BJ Ridenhour', 'SL Nuismer']",2007.0,1
Primate brain architecture and selection in relation to sex,"['P Lindenfors', 'CL Nunn', 'RA Barton']",2007.0,1
Protection of obstetric dimensions in a small‐bodied human sample,['HK Kurki'],2007.0,1
QTL analysis of floral traits in Louisiana iris hybrids,"['A Bouck', 'SR Wessler', 'ML Arnold']",2007.0,1
Quantitative Genetics of Life History Microevolution in the Cayo Santiago Rhesus Macaques (Macaca Mulatta).,['GE Blomquist'],2007.0,1
RAPID ADAPTATION TO A NOVEL HOST IN A SEED BEETLE (CALLOSOBRUCHUS MACULATUS): THE ROLE OF SEXUAL SELECTION,"['C Fricke', 'G Arnqvist']",2007.0,1
Rapid evolution and ecological host–parasite dynamics,"['MA Duffy', 'L Sivars‐Becker']",2007.0,1
Reconciling Strong Stabilizing Selection with the Maintenance of Genetic Variation in a Natural Population of Black Field Crickets (Teleogryllus commodus),"['J Hunt', 'MW Blows', 'F Zajitschek', 'MD Jennions']",2007.0,1
"Relationships among running performance, aerobic physiology and organ mass in male Mongolian gerbils","['MA Chappell', 'T Garland Jr']",2007.0,1
Research Article Comparing covariance matrices: random skewers method compared to the common principal components model,"['JM Cheverud', 'G Marroig']",2007.0,1
"SEXUAL DIMORPHISM IN THE QUANTITATIVE‐GENETIC ARCHITECTURE OF FLORAL, LEAF, AND ALLOCATION TRAITS IN SILENE LATIFOLIA","['JC Steven', 'LF Delph', 'ED Brodie III']",2007.0,1
Scale and hierarchy in macroevolution,['D Jablonski'],2007.0,1
Seeing the forest for the trees: partitioning ecological and phylogenetic components of Bergmann's rule in European Carnivora,"['JAF Diniz‐Filho', 'LM Bini', 'MA Rodriguez']",2007.0,1
Sexual Dimorphism in the External Morphology of the Threespine Stickleback (Gasterosteus Aculeatus),"['J Kitano', 'S Mori', 'CL Peichel']",2007.0,1
Sexual conflict and the evolution of breeding systems in shorebirds,"['GH Thomas', 'T Szekely', 'JD Reynolds']",2007.0,1
Sexual differences in insect development time in relation to sexual size dimorphism,"['V Jarosˇık', 'A Honek']",2007.0,1
Sexual dimorphism and parental roles in the Thorn-tailed Rayadito (Furnariidae),"['J Moreno', 'S Merino', 'E Lobato']",2007.0,1
Sexual selection and allometry: a critical reappraisal of the evidence and ideas,['R Bonduriansky'],2007.0,1
Sexual selection and senescence: male size-dimorphic ungulates evolved relatively smaller molars than females,"['J Carranza', 'FJ Pérez-Barbería']",2007.0,1
Sexual selection explains Rensch's rule of allometry for sexual size dimorphism,"['J Dale', 'PO Dunn', 'J Figuerola']",2007.0,1
Social Norms and the Evolution of Conditional Cooperation,"['M Spichtig', 'C Traxler']",2007.0,1
"Steroid correlates of multiple color traits in the spiny lizard, Sceloporus pyrocephalus","['RM Calisi', 'DK Hews']",2007.0,1
Studies of threespine stickleback developmental evolution: progress and promise,"['WA Cresko', 'KL McGuigan', 'PC Phillips', 'JH Postlethwait']",2007.0,1
Systems-level analysis and evolution of the phototransduction network in Drosophila,"['CR Landry', 'CI Castillo-Davis', 'A Ogura']",2007.0,1
THE BUILD UP OF MUTATION–SELECTION– DRIFT BALANCE IN LABORATORY DROSOPHILA POPULATIONS,"['A García‐Dorado', 'V Avila', 'E Sánchez‐Molano']",2007.0,1
Testing the metabolic theory of ecology: allometric scaling exponents in mammals,"['RP Duncan', 'DM Forsyth', 'J Hone']",2007.0,1
"Testing the phenotypic gambit: phenotypic, genetic and environmental correlations of colour","['JD Hadfield', 'A Nutall', 'D Osorio']",2007.0,1
The G matrix under fluctuating correlational mutation and selection,['LJ Revell'],2007.0,1
The common ancestor process for a Wright-Fisher diffusion,['J Taylor'],2007.0,1
The conceptual and statistical relationship between modularity and morphological integration,"['P Mitteroecker', 'F Bookstein']",2007.0,1
The depletion of genetic variance by sexual selection,"['A Van Homrigh', 'M Higgie', 'K McGuigan', 'MW Blows']",2007.0,1
The dynamics of sexual conflict over mating rate with endosymbiont infection that affects reproductive phenotypes,"['TI Hayashi', 'JL Marshall']",2007.0,1
The effects of environmental heterogeneity on multivariate selection on reproductive traits in female great tits,"['D Garant', 'LEB Kruuk', 'RH McCleery']",2007.0,1
The evolution of mutual ornamentation,"['K Kraaijeveld', 'FJL Kraaijeveld-Smit', 'J Komdeur']",2007.0,1
The evolutionary epidemiology of vaccination,"['S Gandon', 'T Day']",2007.0,1
The evolutionary genetics of personality,"['L Penke', 'JJA Denissen', 'GF Miller']",2007.0,1
The evolutionary genetics of sexual size dimorphism in the cricket Allonemobius socius,"['KM Fedorka', 'WE Winterhalter', 'TA Mousseau']",2007.0,1
"The origin of higher taxa: macroevolutionary processes, and the case of the mammals",['TS Kemp'],2007.0,1
"The quick and the dead: correlational selection on morphology, performance, and habitat use in island lizards","['R Calsbeek', 'DJ Irschick']",2007.0,1
The road to modularity,"['GP Wagner', 'M Pavlicev', 'JM Cheverud']",2007.0,1
Tissue-driven hypothesis of genomic evolution and sequence-expression correlations,"['X Gu', 'Z Su']",2007.0,1
What maintains genetic variation in natural populations? A commentary on 'The maintenance of genetic variability by mutation in a polygenic character with linked loci' …,['PC Phillips'],2007.0,1
Within-species variation and measurement error in phylogenetic comparative methods,"['AR Ives', 'PE Midford', 'T Garland Jr']",2007.0,1
"Дарвинизм как частный случай"" бритвы Оккама""",['ОЭ Костерин'],2007.0,1
“Department of Ecology and Evolutionary Biology and Peabody Museum of Natural,"['DAC CoLLAR', 'CW PETER']",2007.0,1
A finite locus effect diffusion model for the evolution of a quantitative trait,"['JR Miller', 'MC Pugh', 'MB Hamilton']",2006.0,1
A method for calculating means and variances of comparative data for use in a phylogenetic analysis of variance,['P Lindenfors'],2006.0,1
Additive genetic variation and the distribution of QTN effects among sites,"['XS Hu', 'B Li']",2006.0,1
"Altruism, sex, and inbreeding when the genotype–phenotype map is additive",['JR Peck'],2006.0,1
"Associations between environmental stress, selection history, and quantitative genetic variation in Drosophila melanogaster","['WR Swindell', 'JL Bouzat']",2006.0,1
Behavioral and physiological responses to experimentally elevated testosterone in female dark-eyed juncos (Junco hyemalis carolinensis),"['DA Zysling', 'TJ Greives', 'CW Breuner', 'JM Casto']",2006.0,1
Carotenoid-dependent coloration of male American kestrels predicts ability to reduce parasitic infections,"['RD Dawson', 'GR Bortolotti']",2006.0,1
Central Valley salmon: a perspective on Chinook and steelhead in the Central Valley of California,['JG Williams'],2006.0,1
Chance and the patterns of drift: A natural experiment,['RC Richardson'],2006.0,1
"Coevolution of tooth crown height and diet in oreodonts (Merycoidodontidae, Artiodactyla) examined with phylogenetically independent contrasts","['MC Mihlbachler', 'N Solounias']",2006.0,1
Comparison of life history traits between first-generation hatchery and wild upper Yakima River spring Chinook salmon,"['CM Knudsen', 'SL Schroder', 'CA Busack']",2006.0,1
"Conserved phenotypic variation patterns, evolution along lines of least resistance, and departure due to selection in fossil rodents","['S Renaud', 'JC Auffray', 'J Michaux']",2006.0,1
Constraints to projecting the effects of climate change on mammals,"['D Berteaux', 'MM Humphries', 'CJ Krebs', 'M Lima']",2006.0,1
Convergent evolution of sexual shape dimorphism in Diptera,['R Bonduriansky'],2006.0,1
"Cumulative effects of spontaneous mutations for fitness in Caenorhabditis: role of genotype, environment and stress","['CF Baer', 'N Phillips', 'D Ostrow', 'A Avalos', 'D Blanton']",2006.0,1
Detecting sexual conflict and sexually antagonistic coevolution,"['L Rowe', 'T Day']",2006.0,1
Determining the effective dimensionality of the genetic variance–covariance matrix,"['E Hine', 'MW Blows']",2006.0,1
"Direct, maternal, and sibsocial genetic effects on individual and colony traits in an ant",['TA Linksvayer'],2006.0,1
Discordance between morphological and mechanical diversity in the feeding mechanism of centrarchid fishes,"['DC Collar', 'PC Wainwright']",2006.0,1
"Does female nuptial coloration reflect egg carotenoids and clutch quality in the two-spotted goby (Gobiusculus flavescens, Gobiidae)?","['PA Svensson', 'C Pelabon', 'JD Blount', 'PF Surai']",2006.0,1
Ecological and developmental context of natural selection: maternal effects and thermally induced plasticity in the frog Bombina orientalis,"['RH Kaplan', 'PC Phillips']",2006.0,1
Epistasis and dominance: evidence for differential effects in life‐history versus morphological traits,"['DA Roff', 'K Emerson']",2006.0,1
Evolution of genetic architecture under directional selection,"['TF Hansen', 'JM ÁLvarez‐CASTRO', 'AJR Carter']",2006.0,1
Evolution of primate gene expression,"['P Khaitovich', 'W Enard', 'M Lachmann']",2006.0,1
Evolutionary conflicts of interest between males and females,['T Chapman'],2006.0,1
Evolutionary paths underlying flower color variation in Antirrhinum,"['AC Whibley', 'NB Langlade', 'C Andalo', 'AI Hanna']",2006.0,1
Evolutionary response to selection on clutch size in a long-term study of the mute swan,"['A Charmantier', 'C Perrins', 'RH McCleery']",2006.0,1
Evolutionary trade-off between weapons and testes,"['LW Simmons', 'DJ Emlen']",2006.0,1
Experimental evolution of phenotypic plasticity: how predictive are cross-environment genetic correlations?,"['ME Czesak', 'CW Fox', 'JB Wolf']",2006.0,1
Female finery is not for males,['NR LeBas'],2006.0,1
Female-specific color is a signal of quality in the striped plateau lizard (Sceloporus virgatus),['SL Weiss'],2006.0,1
Fitting and comparing models of phyletic evolution: random walks and beyond,['G Hunt'],2006.0,1
Gene Flow and Adaptive Potential in Drosophila melanogaster,"['WR Swindell', 'JL Bouzat']",2006.0,1
"Genetic and environmental sources of egg size, fecundity and body size in the migrant skipper, Parnara guttata guttata (Lepidoptera: Hesperiidae)","['T Seko', 'T Miyatake', 'S Fujioka', 'F Nakasuji']",2006.0,1
Genetic architecture of the dog: sexual size dimorphism and functional morphology,"['KG Lark', 'K Chase', 'NB Sutter']",2006.0,1
Genetic constraints on floral evolution: a review and evaluation of patterns,"['TL Ashman', 'CJ Majetic']",2006.0,1
"Genetic similarity, not male size, influences female mate choice in the agile antechinus (Antechinus agilis)","['ML Parrott', 'SJ Ward']",2006.0,1
